Gene_ID	Group
ENSDARG00000053190	rest
ENSDARG00000053196	rest
ENSDARG00000053201	rest
ENSDARG00000053209	rest
ENSDARG00000053217	rest
ENSDARG00000053225	rest
ENSDARG00000053232	rest
ENSDARG00000053240	rest
ENSDARG00000053255	rest
ENSDARG00000053272	rest
ENSDARG00000053291	rest
ENSDARG00000053318	rest
ENSDARG00000053344	rest
ENSDARG00000053365	rest
ENSDARG00000053381	rest
ENSDARG00000053382	rest
ENSDARG00000053389	rest
ENSDARG00000053395	rest
ENSDARG00000053404	rest
ENSDARG00000053439	rest
ENSDARG00000053442	rest
ENSDARG00000053446	rest
ENSDARG00000053452	rest
ENSDARG00000053457	rest
ENSDARG00000053459	rest
ENSDARG00000053468	rest
ENSDARG00000053476	rest
ENSDARG00000053484	rest
ENSDARG00000053485	rest
ENSDARG00000053488	rest
ENSDARG00000053509	rest
ENSDARG00000053548	rest
ENSDARG00000053568	rest
ENSDARG00000053569	rest
ENSDARG00000053586	rest
ENSDARG00000053609	rest
ENSDARG00000053652	rest
ENSDARG00000053656	rest
ENSDARG00000053663	rest
ENSDARG00000053668	rest
ENSDARG00000053678	rest
ENSDARG00000053684	rest
ENSDARG00000053685	rest
ENSDARG00000053728	rest
ENSDARG00000053753	rest
ENSDARG00000053776	rest
ENSDARG00000053800	rest
ENSDARG00000053805	rest
ENSDARG00000053828	rest
ENSDARG00000053832	rest
ENSDARG00000053840	rest
ENSDARG00000053857	rest
ENSDARG00000053858	rest
ENSDARG00000053864	rest
ENSDARG00000053865	rest
ENSDARG00000053877	rest
ENSDARG00000053878	rest
ENSDARG00000053884	rest
ENSDARG00000053890	rest
ENSDARG00000053896	rest
ENSDARG00000053912	rest
ENSDARG00000053917	rest
ENSDARG00000053918	rest
ENSDARG00000053942	rest
ENSDARG00000053946	rest
ENSDARG00000053954	rest
ENSDARG00000053956	rest
ENSDARG00000053963	rest
ENSDARG00000053965	rest
ENSDARG00000053979	rest
ENSDARG00000053990	rest
ENSDARG00000053995	rest
ENSDARG00000054003	rest
ENSDARG00000054010	rest
ENSDARG00000054031	rest
ENSDARG00000054046	rest
ENSDARG00000054050	rest
ENSDARG00000054058	rest
ENSDARG00000054060	rest
ENSDARG00000054063	rest
ENSDARG00000054085	rest
ENSDARG00000054096	rest
ENSDARG00000054128	rest
ENSDARG00000054137	rest
ENSDARG00000054154	rest
ENSDARG00000054155	rest
ENSDARG00000054160	rest
ENSDARG00000054164	rest
ENSDARG00000054172	rest
ENSDARG00000054201	rest
ENSDARG00000054213	rest
ENSDARG00000054218	rest
ENSDARG00000054220	rest
ENSDARG00000054222	rest
ENSDARG00000054224	rest
ENSDARG00000054259	rest
ENSDARG00000054272	rest
ENSDARG00000054288	rest
ENSDARG00000054290	rest
ENSDARG00000054292	rest
ENSDARG00000054300	rest
ENSDARG00000054302	rest
ENSDARG00000054304	rest
ENSDARG00000054307	rest
ENSDARG00000054323	rest
ENSDARG00000054344	rest
ENSDARG00000054355	rest
ENSDARG00000054362	rest
ENSDARG00000054378	rest
ENSDARG00000054389	rest
ENSDARG00000054400	rest
ENSDARG00000054423	rest
ENSDARG00000054433	rest
ENSDARG00000054442	rest
ENSDARG00000054454	rest
ENSDARG00000054456	rest
ENSDARG00000054458	rest
ENSDARG00000054530	rest
ENSDARG00000054533	rest
ENSDARG00000054534	rest
ENSDARG00000054540	rest
ENSDARG00000054570	rest
ENSDARG00000054574	rest
ENSDARG00000054578	rest
ENSDARG00000054606	rest
ENSDARG00000054610	rest
ENSDARG00000054616	rest
ENSDARG00000054619	rest
ENSDARG00000054666	rest
ENSDARG00000054696	rest
ENSDARG00000054707	rest
ENSDARG00000054723	rest
ENSDARG00000054746	rest
ENSDARG00000054748	rest
ENSDARG00000054749	rest
ENSDARG00000054777	rest
ENSDARG00000054778	rest
ENSDARG00000054786	rest
ENSDARG00000054794	rest
ENSDARG00000054804	rest
ENSDARG00000054807	rest
ENSDARG00000054814	rest
ENSDARG00000054818	rest
ENSDARG00000054821	rest
ENSDARG00000054823	rest
ENSDARG00000054835	rest
ENSDARG00000054842	rest
ENSDARG00000054848	rest
ENSDARG00000054849	rest
ENSDARG00000054864	rest
ENSDARG00000054867	rest
ENSDARG00000054874	rest
ENSDARG00000054898	rest
ENSDARG00000054903	rest
ENSDARG00000054906	rest
ENSDARG00000054907	rest
ENSDARG00000054914	rest
ENSDARG00000054916	rest
ENSDARG00000054929	rest
ENSDARG00000054930	rest
ENSDARG00000054942	rest
ENSDARG00000054957	rest
ENSDARG00000054980	rest
ENSDARG00000055009	rest
ENSDARG00000055022	rest
ENSDARG00000055026	rest
ENSDARG00000055040	rest
ENSDARG00000055064	rest
ENSDARG00000055076	rest
ENSDARG00000055080	rest
ENSDARG00000055081	rest
ENSDARG00000055094	rest
ENSDARG00000055099	rest
ENSDARG00000055101	rest
ENSDARG00000055106	rest
ENSDARG00000055108	rest
ENSDARG00000055113	rest
ENSDARG00000055120	rest
ENSDARG00000055129	rest
ENSDARG00000055133	rest
ENSDARG00000055160	rest
ENSDARG00000055172	rest
ENSDARG00000055190	rest
ENSDARG00000055216	rest
ENSDARG00000055229	rest
ENSDARG00000055238	rest
ENSDARG00000055240	rest
ENSDARG00000055255	rest
ENSDARG00000055270	rest
ENSDARG00000055276	rest
ENSDARG00000055283	rest
ENSDARG00000055288	rest
ENSDARG00000055291	rest
ENSDARG00000055300	rest
ENSDARG00000055307	rest
ENSDARG00000055331	rest
ENSDARG00000055339	rest
ENSDARG00000055343	rest
ENSDARG00000055357	rest
ENSDARG00000055360	rest
ENSDARG00000055373	rest
ENSDARG00000055377	rest
ENSDARG00000055381	rest
ENSDARG00000055383	rest
ENSDARG00000055385	rest
ENSDARG00000055388	rest
ENSDARG00000055389	rest
ENSDARG00000055395	rest
ENSDARG00000055415	rest
ENSDARG00000055416	rest
ENSDARG00000055426	rest
ENSDARG00000055436	rest
ENSDARG00000055445	rest
ENSDARG00000055463	rest
ENSDARG00000055472	rest
ENSDARG00000055474	rest
ENSDARG00000055475	rest
ENSDARG00000055477	rest
ENSDARG00000055493	rest
ENSDARG00000055506	rest
ENSDARG00000055524	rest
ENSDARG00000055530	rest
ENSDARG00000055536	rest
ENSDARG00000055552	rest
ENSDARG00000055562	rest
ENSDARG00000055575	rest
ENSDARG00000055581	rest
ENSDARG00000055588	rest
ENSDARG00000055589	rest
ENSDARG00000055591	rest
ENSDARG00000055618	rest
ENSDARG00000055630	rest
ENSDARG00000055632	rest
ENSDARG00000055635	rest
ENSDARG00000055639	rest
ENSDARG00000055643	rest
ENSDARG00000055648	rest
ENSDARG00000055653	rest
ENSDARG00000055656	rest
ENSDARG00000055659	rest
ENSDARG00000055678	rest
ENSDARG00000055679	rest
ENSDARG00000055690	rest
ENSDARG00000055708	rest
ENSDARG00000055719	rest
ENSDARG00000055723	rest
ENSDARG00000055759	rest
ENSDARG00000055760	rest
ENSDARG00000055763	rest
ENSDARG00000055786	rest
ENSDARG00000055792	rest
ENSDARG00000055797	rest
ENSDARG00000055825	rest
ENSDARG00000055833	rest
ENSDARG00000055868	rest
ENSDARG00000055876	rest
ENSDARG00000055885	rest
ENSDARG00000055893	rest
ENSDARG00000055900	rest
ENSDARG00000055903	rest
ENSDARG00000055930	rest
ENSDARG00000055938	rest
ENSDARG00000055945	rest
ENSDARG00000055959	rest
ENSDARG00000055976	rest
ENSDARG00000055996	rest
ENSDARG00000056001	rest
ENSDARG00000056008	rest
ENSDARG00000056034	rest
ENSDARG00000056043	rest
ENSDARG00000056050	rest
ENSDARG00000056059	rest
ENSDARG00000056085	rest
ENSDARG00000056090	rest
ENSDARG00000056099	rest
ENSDARG00000056119	rest
ENSDARG00000056127	rest
ENSDARG00000056128	rest
ENSDARG00000056130	rest
ENSDARG00000056138	rest
ENSDARG00000056141	rest
ENSDARG00000056150	rest
ENSDARG00000056152	rest
ENSDARG00000056160	rest
ENSDARG00000056167	rest
ENSDARG00000056181	rest
ENSDARG00000056184	rest
ENSDARG00000056186	rest
ENSDARG00000056191	rest
ENSDARG00000056193	rest
ENSDARG00000056204	rest
ENSDARG00000056210	rest
ENSDARG00000056211	rest
ENSDARG00000056213	rest
ENSDARG00000056235	rest
ENSDARG00000056252	rest
ENSDARG00000056279	rest
ENSDARG00000056318	rest
ENSDARG00000056322	rest
ENSDARG00000056331	rest
ENSDARG00000056338	rest
ENSDARG00000056346	rest
ENSDARG00000056376	rest
ENSDARG00000056378	rest
ENSDARG00000056379	rest
ENSDARG00000056386	rest
ENSDARG00000056407	rest
ENSDARG00000056425	rest
ENSDARG00000056427	rest
ENSDARG00000056447	rest
ENSDARG00000056453	rest
ENSDARG00000056462	rest
ENSDARG00000056467	rest
ENSDARG00000056468	rest
ENSDARG00000056469	rest
ENSDARG00000056473	rest
ENSDARG00000056475	rest
ENSDARG00000056479	rest
ENSDARG00000056483	rest
ENSDARG00000056490	rest
ENSDARG00000056504	rest
ENSDARG00000056510	rest
ENSDARG00000056517	rest
ENSDARG00000056519	rest
ENSDARG00000056531	rest
ENSDARG00000056541	rest
ENSDARG00000056554	rest
ENSDARG00000056557	rest
ENSDARG00000056582	rest
ENSDARG00000056583	rest
ENSDARG00000056600	rest
ENSDARG00000056618	rest
ENSDARG00000056619	rest
ENSDARG00000056621	rest
ENSDARG00000056639	rest
ENSDARG00000056640	rest
ENSDARG00000056648	rest
ENSDARG00000056649	rest
ENSDARG00000056651	rest
ENSDARG00000056656	rest
ENSDARG00000056659	rest
ENSDARG00000056666	rest
ENSDARG00000056677	rest
ENSDARG00000056678	rest
ENSDARG00000056679	rest
ENSDARG00000056719	rest
ENSDARG00000056720	rest
ENSDARG00000056725	rest
ENSDARG00000056740	rest
ENSDARG00000056745	rest
ENSDARG00000056750	rest
ENSDARG00000056753	rest
ENSDARG00000056764	rest
ENSDARG00000056783	rest
ENSDARG00000056793	rest
ENSDARG00000056794	rest
ENSDARG00000056797	rest
ENSDARG00000056800	rest
ENSDARG00000056803	rest
ENSDARG00000056829	rest
ENSDARG00000056847	rest
ENSDARG00000056855	rest
ENSDARG00000056856	rest
ENSDARG00000056871	rest
ENSDARG00000056877	rest
ENSDARG00000056886	rest
ENSDARG00000056888	rest
ENSDARG00000056903	rest
ENSDARG00000056914	rest
ENSDARG00000056920	rest
ENSDARG00000056922	rest
ENSDARG00000056929	rest
ENSDARG00000056932	rest
ENSDARG00000056954	rest
ENSDARG00000056964	rest
ENSDARG00000056966	rest
ENSDARG00000056978	rest
ENSDARG00000056985	rest
ENSDARG00000056986	rest
ENSDARG00000056995	rest
ENSDARG00000057007	rest
ENSDARG00000057013	rest
ENSDARG00000057016	rest
ENSDARG00000057021	rest
ENSDARG00000057026	rest
ENSDARG00000057035	rest
ENSDARG00000057042	rest
ENSDARG00000057058	rest
ENSDARG00000057060	rest
ENSDARG00000057074	rest
ENSDARG00000057075	rest
ENSDARG00000057093	rest
ENSDARG00000057096	rest
ENSDARG00000057099	rest
ENSDARG00000057105	rest
ENSDARG00000057121	rest
ENSDARG00000057138	rest
ENSDARG00000057151	rest
ENSDARG00000057167	rest
ENSDARG00000057173	rest
ENSDARG00000057230	rest
ENSDARG00000057231	rest
ENSDARG00000057234	rest
ENSDARG00000057248	rest
ENSDARG00000057299	rest
ENSDARG00000057303	rest
ENSDARG00000057316	rest
ENSDARG00000057321	rest
ENSDARG00000057323	rest
ENSDARG00000057324	rest
ENSDARG00000057352	rest
ENSDARG00000057368	rest
ENSDARG00000057378	rest
ENSDARG00000057399	rest
ENSDARG00000057414	rest
ENSDARG00000057423	rest
ENSDARG00000057430	rest
ENSDARG00000057440	rest
ENSDARG00000057452	rest
ENSDARG00000057465	rest
ENSDARG00000057477	rest
ENSDARG00000057484	rest
ENSDARG00000057508	rest
ENSDARG00000057527	rest
ENSDARG00000057529	rest
ENSDARG00000057531	rest
ENSDARG00000057542	rest
ENSDARG00000057556	rest
ENSDARG00000057568	rest
ENSDARG00000057575	rest
ENSDARG00000057583	rest
ENSDARG00000057610	rest
ENSDARG00000057619	rest
ENSDARG00000057630	rest
ENSDARG00000057633	rest
ENSDARG00000057635	rest
ENSDARG00000057648	rest
ENSDARG00000057649	rest
ENSDARG00000057679	rest
ENSDARG00000057681	rest
ENSDARG00000057683	rest
ENSDARG00000057691	rest
ENSDARG00000057698	rest
ENSDARG00000057716	rest
ENSDARG00000057726	rest
ENSDARG00000057729	rest
ENSDARG00000057738	rest
ENSDARG00000057782	rest
ENSDARG00000057813	rest
ENSDARG00000057826	rest
ENSDARG00000057830	rest
ENSDARG00000057841	rest
ENSDARG00000057845	rest
ENSDARG00000057853	rest
ENSDARG00000057854	rest
ENSDARG00000057857	rest
ENSDARG00000057869	rest
ENSDARG00000057879	rest
ENSDARG00000057882	rest
ENSDARG00000057884	rest
ENSDARG00000057890	rest
ENSDARG00000057904	rest
ENSDARG00000057907	rest
ENSDARG00000057910	rest
ENSDARG00000057912	rest
ENSDARG00000057929	rest
ENSDARG00000057940	rest
ENSDARG00000057974	rest
ENSDARG00000057983	rest
ENSDARG00000058000	rest
ENSDARG00000058008	rest
ENSDARG00000058028	rest
ENSDARG00000058030	rest
ENSDARG00000058032	rest
ENSDARG00000058038	rest
ENSDARG00000058041	rest
ENSDARG00000058047	rest
ENSDARG00000058053	rest
ENSDARG00000058062	rest
ENSDARG00000058076	rest
ENSDARG00000058079	rest
ENSDARG00000058089	rest
ENSDARG00000058105	rest
ENSDARG00000058108	rest
ENSDARG00000058110	rest
ENSDARG00000058122	rest
ENSDARG00000058127	rest
ENSDARG00000058128	rest
ENSDARG00000058140	rest
ENSDARG00000058148	rest
ENSDARG00000058158	rest
ENSDARG00000058159	rest
ENSDARG00000058203	rest
ENSDARG00000058207	rest
ENSDARG00000058208	rest
ENSDARG00000058220	rest
ENSDARG00000058225	rest
ENSDARG00000058226	rest
ENSDARG00000058230	rest
ENSDARG00000058231	rest
ENSDARG00000058254	rest
ENSDARG00000058255	rest
ENSDARG00000058257	rest
ENSDARG00000058259	rest
ENSDARG00000058260	rest
ENSDARG00000058270	rest
ENSDARG00000058280	rest
ENSDARG00000058284	rest
ENSDARG00000058287	rest
ENSDARG00000058292	rest
ENSDARG00000058297	rest
ENSDARG00000058306	rest
ENSDARG00000058319	rest
ENSDARG00000058328	rest
ENSDARG00000058337	rest
ENSDARG00000058341	rest
ENSDARG00000058342	rest
ENSDARG00000058348	rest
ENSDARG00000058349	rest
ENSDARG00000058351	rest
ENSDARG00000058358	rest
ENSDARG00000058366	rest
ENSDARG00000058367	rest
ENSDARG00000058369	rest
ENSDARG00000058370	rest
ENSDARG00000058371	rest
ENSDARG00000058375	rest
ENSDARG00000058379	rest
ENSDARG00000058390	rest
ENSDARG00000058419	rest
ENSDARG00000058430	rest
ENSDARG00000058444	rest
ENSDARG00000058445	rest
ENSDARG00000058448	rest
ENSDARG00000058451	rest
ENSDARG00000058454	rest
ENSDARG00000058461	rest
ENSDARG00000058462	rest
ENSDARG00000058463	rest
ENSDARG00000058467	rest
ENSDARG00000058470	rest
ENSDARG00000058480	rest
ENSDARG00000058503	rest
ENSDARG00000058508	rest
ENSDARG00000058525	rest
ENSDARG00000058533	rest
ENSDARG00000058543	rest
ENSDARG00000058560	rest
ENSDARG00000058563	rest
ENSDARG00000058565	rest
ENSDARG00000058566	rest
ENSDARG00000058574	rest
ENSDARG00000058587	rest
ENSDARG00000058593	rest
ENSDARG00000058597	rest
ENSDARG00000058605	rest
ENSDARG00000058613	rest
ENSDARG00000058622	rest
ENSDARG00000058647	rest
ENSDARG00000058650	rest
ENSDARG00000058660	rest
ENSDARG00000058672	rest
ENSDARG00000058676	rest
ENSDARG00000058688	rest
ENSDARG00000058693	rest
ENSDARG00000058696	rest
ENSDARG00000058728	rest
ENSDARG00000058729	rest
ENSDARG00000058730	rest
ENSDARG00000058753	rest
ENSDARG00000058760	rest
ENSDARG00000058775	rest
ENSDARG00000058780	rest
ENSDARG00000058784	rest
ENSDARG00000058794	rest
ENSDARG00000058799	rest
ENSDARG00000058800	rest
ENSDARG00000058803	rest
ENSDARG00000058824	rest
ENSDARG00000058827	rest
ENSDARG00000058830	rest
ENSDARG00000058831	rest
ENSDARG00000058835	rest
ENSDARG00000058848	rest
ENSDARG00000058857	rest
ENSDARG00000058858	rest
ENSDARG00000058863	rest
ENSDARG00000058869	rest
ENSDARG00000058871	rest
ENSDARG00000058873	rest
ENSDARG00000058874	rest
ENSDARG00000058875	rest
ENSDARG00000058876	rest
ENSDARG00000058903	rest
ENSDARG00000058940	rest
ENSDARG00000058943	rest
ENSDARG00000058949	rest
ENSDARG00000058958	rest
ENSDARG00000058966	rest
ENSDARG00000058968	rest
ENSDARG00000058969	rest
ENSDARG00000058984	rest
ENSDARG00000058990	rest
ENSDARG00000058992	rest
ENSDARG00000059001	rest
ENSDARG00000059002	rest
ENSDARG00000059006	rest
ENSDARG00000059020	rest
ENSDARG00000059028	rest
ENSDARG00000059032	rest
ENSDARG00000059036	rest
ENSDARG00000059044	rest
ENSDARG00000059048	rest
ENSDARG00000059049	rest
ENSDARG00000059059	rest
ENSDARG00000059060	rest
ENSDARG00000059067	rest
ENSDARG00000059070	rest
ENSDARG00000059073	rest
ENSDARG00000059075	rest
ENSDARG00000059079	rest
ENSDARG00000059093	rest
ENSDARG00000059097	rest
ENSDARG00000059109	rest
ENSDARG00000059110	rest
ENSDARG00000059115	rest
ENSDARG00000059120	rest
ENSDARG00000059125	rest
ENSDARG00000059128	rest
ENSDARG00000059134	rest
ENSDARG00000059139	rest
ENSDARG00000059150	rest
ENSDARG00000059175	rest
ENSDARG00000059177	rest
ENSDARG00000059202	rest
ENSDARG00000059234	rest
ENSDARG00000059236	rest
ENSDARG00000059238	rest
ENSDARG00000059246	rest
ENSDARG00000059252	rest
ENSDARG00000059269	rest
ENSDARG00000059270	rest
ENSDARG00000059279	rest
ENSDARG00000059282	rest
ENSDARG00000059295	rest
ENSDARG00000059298	rest
ENSDARG00000059303	rest
ENSDARG00000059304	rest
ENSDARG00000059308	rest
ENSDARG00000059311	rest
ENSDARG00000059323	rest
ENSDARG00000059324	rest
ENSDARG00000059327	rest
ENSDARG00000059329	rest
ENSDARG00000059333	rest
ENSDARG00000059337	rest
ENSDARG00000059347	rest
ENSDARG00000059349	rest
ENSDARG00000059351	rest
ENSDARG00000059357	rest
ENSDARG00000059360	rest
ENSDARG00000059367	rest
ENSDARG00000059368	rest
ENSDARG00000059373	rest
ENSDARG00000059388	rest
ENSDARG00000059394	rest
ENSDARG00000059398	rest
ENSDARG00000059409	rest
ENSDARG00000059411	rest
ENSDARG00000059424	rest
ENSDARG00000059432	rest
ENSDARG00000059437	rest
ENSDARG00000059447	rest
ENSDARG00000059452	rest
ENSDARG00000059459	rest
ENSDARG00000059469	rest
ENSDARG00000059474	rest
ENSDARG00000059475	rest
ENSDARG00000059484	rest
ENSDARG00000059498	rest
ENSDARG00000059507	rest
ENSDARG00000059510	rest
ENSDARG00000059545	rest
ENSDARG00000059549	rest
ENSDARG00000059553	rest
ENSDARG00000059555	rest
ENSDARG00000059556	rest
ENSDARG00000059557	rest
ENSDARG00000059574	rest
ENSDARG00000059575	rest
ENSDARG00000059583	rest
ENSDARG00000059594	rest
ENSDARG00000059596	rest
ENSDARG00000059606	rest
ENSDARG00000059610	rest
ENSDARG00000059629	rest
ENSDARG00000059631	rest
ENSDARG00000059646	rest
ENSDARG00000059653	rest
ENSDARG00000059654	rest
ENSDARG00000059674	rest
ENSDARG00000059680	rest
ENSDARG00000059690	rest
ENSDARG00000059693	rest
ENSDARG00000059699	rest
ENSDARG00000059700	rest
ENSDARG00000059711	rest
ENSDARG00000059714	rest
ENSDARG00000059718	rest
ENSDARG00000059725	rest
ENSDARG00000059738	rest
ENSDARG00000059741	rest
ENSDARG00000059746	rest
ENSDARG00000059748	rest
ENSDARG00000059768	rest
ENSDARG00000059770	rest
ENSDARG00000059791	rest
ENSDARG00000059795	rest
ENSDARG00000059801	rest
ENSDARG00000059806	rest
ENSDARG00000059816	rest
ENSDARG00000059835	rest
ENSDARG00000059841	rest
ENSDARG00000059853	rest
ENSDARG00000059855	rest
ENSDARG00000059857	rest
ENSDARG00000059858	rest
ENSDARG00000059862	rest
ENSDARG00000059866	rest
ENSDARG00000059870	rest
ENSDARG00000059874	rest
ENSDARG00000059887	rest
ENSDARG00000059891	rest
ENSDARG00000059897	rest
ENSDARG00000059902	rest
ENSDARG00000059906	rest
ENSDARG00000059908	rest
ENSDARG00000059916	rest
ENSDARG00000059925	rest
ENSDARG00000059933	rest
ENSDARG00000059936	rest
ENSDARG00000059950	rest
ENSDARG00000059956	rest
ENSDARG00000059961	rest
ENSDARG00000059963	rest
ENSDARG00000059972	rest
ENSDARG00000059987	rest
ENSDARG00000060002	rest
ENSDARG00000060004	rest
ENSDARG00000060005	rest
ENSDARG00000060010	rest
ENSDARG00000060016	rest
ENSDARG00000060021	rest
ENSDARG00000060027	rest
ENSDARG00000060030	rest
ENSDARG00000060036	rest
ENSDARG00000060041	rest
ENSDARG00000060054	rest
ENSDARG00000060065	rest
ENSDARG00000060068	rest
ENSDARG00000060069	rest
ENSDARG00000060070	rest
ENSDARG00000060092	rest
ENSDARG00000060096	rest
ENSDARG00000060101	rest
ENSDARG00000060103	rest
ENSDARG00000060126	rest
ENSDARG00000060148	rest
ENSDARG00000060152	rest
ENSDARG00000060153	rest
ENSDARG00000060165	rest
ENSDARG00000060168	rest
ENSDARG00000060169	rest
ENSDARG00000060176	rest
ENSDARG00000060184	rest
ENSDARG00000060215	rest
ENSDARG00000060235	rest
ENSDARG00000060236	rest
ENSDARG00000060237	rest
ENSDARG00000060246	rest
ENSDARG00000060257	rest
ENSDARG00000060304	rest
ENSDARG00000060318	rest
ENSDARG00000060320	rest
ENSDARG00000060322	rest
ENSDARG00000060326	rest
ENSDARG00000060340	rest
ENSDARG00000060341	rest
ENSDARG00000060350	rest
ENSDARG00000060360	rest
ENSDARG00000060372	rest
ENSDARG00000060380	rest
ENSDARG00000060393	rest
ENSDARG00000060438	rest
ENSDARG00000060439	rest
ENSDARG00000060445	rest
ENSDARG00000060456	rest
ENSDARG00000060457	rest
ENSDARG00000060472	rest
ENSDARG00000060481	rest
ENSDARG00000060484	rest
ENSDARG00000060489	rest
ENSDARG00000060496	rest
ENSDARG00000060497	rest
ENSDARG00000060500	rest
ENSDARG00000060501	rest
ENSDARG00000060507	rest
ENSDARG00000060510	rest
ENSDARG00000060515	rest
ENSDARG00000060532	rest
ENSDARG00000060541	rest
ENSDARG00000060542	rest
ENSDARG00000060551	rest
ENSDARG00000060554	rest
ENSDARG00000060566	rest
ENSDARG00000060567	rest
ENSDARG00000060595	rest
ENSDARG00000060609	rest
ENSDARG00000060620	rest
ENSDARG00000060627	rest
ENSDARG00000060632	rest
ENSDARG00000060633	rest
ENSDARG00000060637	rest
ENSDARG00000060645	rest
ENSDARG00000060646	rest
ENSDARG00000060661	rest
ENSDARG00000060679	rest
ENSDARG00000060683	rest
ENSDARG00000060687	rest
ENSDARG00000060688	rest
ENSDARG00000060695	rest
ENSDARG00000060697	rest
ENSDARG00000060702	rest
ENSDARG00000060715	rest
ENSDARG00000060734	rest
ENSDARG00000060741	rest
ENSDARG00000060750	rest
ENSDARG00000060755	rest
ENSDARG00000060763	rest
ENSDARG00000060766	rest
ENSDARG00000060767	rest
ENSDARG00000060775	rest
ENSDARG00000060790	rest
ENSDARG00000060796	rest
ENSDARG00000060798	rest
ENSDARG00000060830	rest
ENSDARG00000060847	rest
ENSDARG00000060853	rest
ENSDARG00000060862	rest
ENSDARG00000060875	rest
ENSDARG00000060879	rest
ENSDARG00000060900	rest
ENSDARG00000060915	rest
ENSDARG00000060922	rest
ENSDARG00000060926	rest
ENSDARG00000060927	rest
ENSDARG00000060929	rest
ENSDARG00000060948	rest
ENSDARG00000060951	rest
ENSDARG00000060976	rest
ENSDARG00000060977	rest
ENSDARG00000060987	rest
ENSDARG00000060992	rest
ENSDARG00000061004	rest
ENSDARG00000061005	rest
ENSDARG00000061013	rest
ENSDARG00000061020	rest
ENSDARG00000061024	rest
ENSDARG00000061030	rest
ENSDARG00000061031	rest
ENSDARG00000061040	rest
ENSDARG00000061042	rest
ENSDARG00000061048	rest
ENSDARG00000061052	rest
ENSDARG00000061066	rest
ENSDARG00000061089	rest
ENSDARG00000061093	rest
ENSDARG00000061099	rest
ENSDARG00000061100	rest
ENSDARG00000061108	rest
ENSDARG00000061123	rest
ENSDARG00000061159	rest
ENSDARG00000061161	rest
ENSDARG00000061162	rest
ENSDARG00000061165	rest
ENSDARG00000061168	rest
ENSDARG00000061169	rest
ENSDARG00000061174	rest
ENSDARG00000061186	rest
ENSDARG00000061187	rest
ENSDARG00000061191	rest
ENSDARG00000061197	rest
ENSDARG00000061205	rest
ENSDARG00000061219	rest
ENSDARG00000061222	rest
ENSDARG00000061228	rest
ENSDARG00000061233	rest
ENSDARG00000061248	rest
ENSDARG00000061249	rest
ENSDARG00000061256	rest
ENSDARG00000061274	rest
ENSDARG00000061275	rest
ENSDARG00000061282	rest
ENSDARG00000061294	rest
ENSDARG00000061301	rest
ENSDARG00000061308	rest
ENSDARG00000061345	rest
ENSDARG00000061348	rest
ENSDARG00000061351	rest
ENSDARG00000061354	rest
ENSDARG00000061363	rest
ENSDARG00000061370	rest
ENSDARG00000061371	rest
ENSDARG00000061377	rest
ENSDARG00000061380	rest
ENSDARG00000061394	rest
ENSDARG00000061397	rest
ENSDARG00000061398	rest
ENSDARG00000061400	rest
ENSDARG00000061405	rest
ENSDARG00000061414	rest
ENSDARG00000061424	rest
ENSDARG00000061436	rest
ENSDARG00000061446	rest
ENSDARG00000061461	rest
ENSDARG00000061478	rest
ENSDARG00000061479	rest
ENSDARG00000061490	rest
ENSDARG00000061497	rest
ENSDARG00000061509	rest
ENSDARG00000061517	rest
ENSDARG00000061527	rest
ENSDARG00000061543	rest
ENSDARG00000061551	rest
ENSDARG00000061560	rest
ENSDARG00000061566	rest
ENSDARG00000061570	rest
ENSDARG00000061586	rest
ENSDARG00000061591	rest
ENSDARG00000061600	rest
ENSDARG00000061629	rest
ENSDARG00000061631	rest
ENSDARG00000061644	rest
ENSDARG00000061647	rest
ENSDARG00000061651	rest
ENSDARG00000061684	rest
ENSDARG00000061691	rest
ENSDARG00000061709	rest
ENSDARG00000061724	rest
ENSDARG00000061728	rest
ENSDARG00000061732	rest
ENSDARG00000061735	rest
ENSDARG00000061742	rest
ENSDARG00000061746	rest
ENSDARG00000061751	rest
ENSDARG00000061752	rest
ENSDARG00000061759	rest
ENSDARG00000061763	rest
ENSDARG00000061770	rest
ENSDARG00000061773	rest
ENSDARG00000061774	rest
ENSDARG00000061794	rest
ENSDARG00000061798	rest
ENSDARG00000061802	rest
ENSDARG00000061804	rest
ENSDARG00000061809	rest
ENSDARG00000061810	rest
ENSDARG00000061841	rest
ENSDARG00000061844	rest
ENSDARG00000061845	rest
ENSDARG00000061854	rest
ENSDARG00000061885	rest
ENSDARG00000061899	rest
ENSDARG00000061921	rest
ENSDARG00000061923	rest
ENSDARG00000061928	rest
ENSDARG00000061929	rest
ENSDARG00000061946	rest
ENSDARG00000061951	rest
ENSDARG00000061956	rest
ENSDARG00000061960	rest
ENSDARG00000061963	rest
ENSDARG00000061981	rest
ENSDARG00000061989	rest
ENSDARG00000061990	rest
ENSDARG00000061993	rest
ENSDARG00000061994	rest
ENSDARG00000062002	rest
ENSDARG00000062003	rest
ENSDARG00000062017	rest
ENSDARG00000062020	rest
ENSDARG00000062021	rest
ENSDARG00000062023	rest
ENSDARG00000062054	rest
ENSDARG00000062078	rest
ENSDARG00000062082	rest
ENSDARG00000062085	rest
ENSDARG00000062096	rest
ENSDARG00000062106	rest
